hg,z20,k20,zz20,kk20,jz,z20js,k20js,zc20js,kc20js
-1.5,1.107,1.804,0.906,1.88,-1.15,-0.28,0.39,-0.673,0.841
0.75,1.877,1.311,1.459,0.987,-0.6,0.73,0.15,0.229,-0.318
0,1.247,1.912,1.368,1.919,-0.14,-0.43,0.74,-0.223,0.761
0.75,1.64,0.968,1.876,0.975,2.62,0.48,-0.59,0.823,-0.701
-1,1.149,2.076,1.078,2.124,-2.24,-0.25,0.74,-0.149,0.677
1.25,1.689,0.883,1.444,0.612,0.84,0.5,-0.54,0.376,-0.751
1.25,2.387,1.344,2.536,2.106,3,1.03,-0.12,1.515,0.554
0.5,1.675,1.65,1.767,1.197,-0.85,0.37,0.68,0.543,0.153
0.25,0.767,1.199,0.592,0.914,1.21,-0.76,-0.39,-0.919,-0.67
-0.25,0.846,0.989,0.933,1.332,-0.05,-1.18,-0.55,-0.72,-0.128
2.25,1.828,1.097,1.658,1.079,3,0.48,-0.79,0.305,-0.608
-0.75,0.833,1.829,1.186,1.346,-0.73,-0.93,0.65,-0.532,0.23
1,1.998,1.836,1.896,1.526,1.41,0.77,0.66,0.812,-0.021
-0.25,0.849,1.188,0.888,0.871,0.92,-0.64,-0.01,-0.744,-0.497
1.5,1.961,1.034,1.872,1.025,3,0.59,-0.9,0.691,-0.716
0.75,1.538,1.126,1.731,1.094,0.74,0.17,-0.51,0.452,-0.561
-0.25,1.102,1.307,1.271,1.58,0.65,0.49,-0.14,0.696,0.393
0.5,1.196,0.949,0.937,0.835,0.37,-0.46,-0.55,-0.403,-0.907
-1.5,1.064,1.972,1.133,1.983,-2.35,0.57,0.63,0.616,1.005
-0.25,1.355,1.692,1.264,1.703,1.78,-0.14,0.52,-0.294,0.337
-0.75,1.798,2.186,2.22,2.69,-0.39,0.9,1.06,1.528,1.61
2,2.113,0.832,1.612,1.305,1.59,0.92,-0.61,0.277,-0.105
0.25,1.679,1.313,1.535,1.943,0.68,0.36,-0.33,0.409,0.202
0,1.014,1.09,1.19,0.867,0,-0.9,0.54,-0.543,0.301
0.75,1.16,1.328,1.116,1.036,1.07,-0.24,-0.18,-0.126,-0.537
2.5,2.021,1.023,2.519,1.052,1.29,0.86,0.38,1.856,0.324
0.75,1.305,1.261,1.235,0.689,1.02,0.05,0.56,0.091,-0.005
-0.75,0.93,2.099,1.558,1.902,-1.09,-0.62,0.99,0.37,0.578
-0.5,1.063,1.762,1.34,1.185,-0.34,-0.56,0.76,-0.198,0.077
-0.5,1.835,2.062,1.445,2.002,0.68,0.69,0.76,0.29,0.673
0,1.718,1.64,1.922,1.768,0.41,0.59,0.23,0.89,0.545
1.5,2.041,1.748,2.266,1.872,2.03,1.02,0.71,1.553,1.104
0,1.203,1.002,1.168,0.786,1.63,-0.33,-0.38,-0.311,-0.789
-0.75,1.067,1.486,1.152,1.684,-0.27,0.29,0,0.635,0.354
0.25,1.336,1.432,1.391,1.855,-0.35,0.19,-0.19,0.25,0.107
0.5,1.315,1.19,1.274,0.89,-1.05,0.17,0.59,0.029,0.295
0.75,1.864,0.912,1.968,0.866,0.34,0.84,-0.91,0.925,-0.831
0.25,2.252,2.045,1.676,2.105,0.6,1.1,0.76,0.389,0.562
1.25,1.805,1.275,2.245,0.676,-0.02,0.64,0.37,1.454,-0.105
-0.25,0.807,1.698,0.87,1.496,0.14,-0.63,0.45,-0.749,-0.221
-0.75,1.045,1.996,1.193,1.896,-1.12,-0.41,0.89,-0.294,0.721
-0.75,0.833,1.829,1.186,1.346,-0.73,-0.93,0.65,-0.532,0.23
-0.25,1.19,0.984,1.462,1.077,0.29,0.28,-0.46,0.755,-0.323
2,2.089,1.239,1.918,0.983,2.03,0.94,-0.28,0.997,-0.646
0,1.166,1.269,1.374,1.117,0.4,0.56,0.06,0.636,-0.243
1.25,1.569,0.985,1.436,0.97,1.99,0.3,0.18,0.116,-0.024
-0.25,1.002,1.766,1.467,1.729,-2.28,-0.37,0.74,0.282,0.33
-1,1.637,2.024,1.732,2.516,-0.85,0.16,1.2,0.407,1.438
1.5,1.968,1.309,1.975,1.447,1.51,0.68,0.16,0.858,0.344
-0.75,1.603,2.11,1.526,2.084,-1.63,0.36,0.98,0.497,1.165
0.75,1.584,0.851,1.099,1.207,0.54,0.02,-0.55,-0.235,-0.202
-0.25,1.094,1.571,1.084,1.406,-0.42,-0.5,0.26,-0.385,-0.257
0.5,1.145,1.143,1.129,0.872,0.84,-0.27,0.51,-0.349,0.269
2,2.318,0.997,1.785,0.788,3,1.19,-0.65,0.438,-0.854
2.25,2.14,1.042,2.372,0.791,1.98,1.3,-0.24,1.886,-0.773
0.25,0.905,1.105,1.109,0.642,-2.08,0.1,0.13,0.562,-0.163
-0.5,0.713,1.597,0.913,1.834,-0.49,-0.78,0.31,-0.614,0.821
0,1.283,1.613,1.189,1.878,0.48,0.02,0.06,-0.172,0.185
-0.75,1.9,1.92,1.868,1.838,-0.71,0.85,0.91,0.745,0.633
-0.25,1.424,1.604,1.363,1.831,-2.35,0.15,0.17,0.221,0.455
-0.75,1.56,2.145,2.26,2.123,-0.92,0.23,0.92,1.404,0.591
0,2.167,2.106,2.119,2.55,1.15,1,1.48,0.944,1.405
1.25,1.901,1.339,1.901,1.199,1.67,0.91,0.2,1.111,-0.007
1,1.447,0.75,1.618,1.143,1.31,-0.04,-0.66,0.294,-0.318
0,1.496,1.731,1.455,1.882,-0.16,0.16,0.65,0.306,0.499
0.25,1.18,1.132,1.285,0.923,1.39,0.15,-0.41,0.431,-0.814
1,1.358,0.75,1.137,0.891,0.31,-0.2,-0.25,-0.15,-0.104
-1.25,1.34,2.547,1.309,2.231,0,0.83,1.55,0.741,1.44
0,0.987,0.909,1.377,1.115,0.25,-0.28,-0.45,0.196,-0.237
0.25,1.815,1.547,1.661,1.126,-0.73,0.55,0.18,0.411,-0.195
0,0.977,1.65,1.222,1.276,0.52,-0.7,0.34,-0.381,-0.138
1.25,1.798,1.512,1.87,1.852,2.04,0.72,0,1.023,0.119
0.5,0.795,0.675,0.863,0.813,0.66,-0.49,-0.38,-0.543,-0.242
0.75,1.031,1.17,0.974,0.965,1.31,-0.39,-0.32,-0.532,-0.717
1.5,1.946,0.968,2.037,0.708,0.94,0.79,-0.21,0.865,-0.782
0.75,1.466,1.156,1.426,0.79,-1.51,0.14,0.11,0.28,-0.039
0,1.677,1.959,1.551,1.858,0.19,0.38,0.78,0.367,0.825
0.5,1.526,1.452,2.227,1.355,1.87,0.24,0.25,1.423,0.094
-0.25,0.897,1.354,1.258,1.591,-0.48,-0.73,-0.09,-0.333,0.275
0.75,1.935,1.353,1.851,0.975,1.1,0.79,0.81,0.761,0.344
-0.25,2.466,2.046,1.773,2.411,-0.7,1.65,1.3,0.557,0.988
1.25,1.798,1.512,1.87,1.852,2.04,0.72,0,1.023,0.119
2.5,1.944,0.799,2.243,1.14,3,1.24,-0.48,1.814,-0.311
-0.5,1.387,1.677,1.606,1.942,-0.11,-0.05,0.6,0.288,0.68
0.25,1.383,1.191,1.345,1.274,0.63,0.19,-0.2,0.132,-0.131
-0.5,0.661,1.703,0.946,1.19,-0.47,-0.43,0.41,0.238,-0.175
0,0.948,1.617,1.229,1.339,-0.23,-0.29,0.28,0.051,-0.244
-1,1.486,1.967,1.246,2.096,-0.93,0.85,0.86,0.694,0.705
0,1.542,1.897,1.174,1.905,1.6,0.04,0.75,-0.067,0.509
-0.5,1.106,1.676,1.123,1.007,-0.56,-0.37,0.37,-0.257,-0.408
1,1.932,0.9,1.688,0.773,0.76,0.76,-0.71,0.443,-0.937
0.5,1.833,1.356,1.682,1.208,-0.23,0.63,0.2,0.434,-0.008
2,2.129,0.648,2.129,0.857,2.34,1.11,-0.44,1.103,-0.197
0.5,1.013,0.743,1.385,1.117,0.41,-0.32,-0.59,0.151,-0.225
0.25,1.545,1.307,1.578,1.308,-2.12,0.21,-0.13,0.455,-0.109
0.5,0.902,1.044,1.253,0.825,0.66,-0.7,-0.43,-0.327,-0.843
1,1.511,0.991,1.15,0.754,0.84,0.05,-0.3,-0.061,-0.099
-1.25,1.609,2.028,1.54,2.37,-1.87,0.36,1.54,0.36,1.062
0.25,2.055,1.626,1.876,1.112,-0.23,0.96,0.31,0.93,-0.36
0,1.437,1.51,1.161,1.589,-1.1,0.78,-0.01,0.6,0.169
-0.25,1.687,2.554,1.969,2.503,-0.05,0.46,1.88,0.899,1.756
0,1.517,1.9,1.528,1.76,0.52,0.01,0.63,0.236,0.648
2.25,1.898,0.944,2.258,0.817,1.78,1.47,-0.56,1.858,-0.879
0,0.654,1.445,0.649,1.179,1.1,-0.61,0.64,-0.649,0.398
-0.25,1.091,0.962,1.233,0.689,-1.09,-0.17,-0.22,0.093,-0.788
1.5,2.683,1.475,1.677,1.21,1.51,2.19,0.09,0.385,-0.05
-1.5,1.043,1.996,0.98,2.234,-1.98,-0.42,1.22,-0.352,0.831
-0.25,1.586,1.509,2.243,1.782,-1.25,0.16,-0.04,1.334,0.506
-0.25,0.575,1.304,0.927,1.168,-0.23,-0.78,0.03,0.193,-0.349
0,1.208,2.081,1.318,2.047,-1.67,0,0.98,0.109,0.68
0.25,1.341,1.44,1.135,1.755,-0.47,-0.09,-0.14,-0.421,0.077
0.25,1.124,1.184,1.297,1.063,1.57,-0.13,-0.14,0.027,-0.249
-0.75,1.584,1.937,1.889,2.286,0.71,0.1,1.53,0.58,1.054
0.25,0.985,1.495,1.168,1.342,-0.37,-0.47,0.01,-0.441,0.054
1,1.396,0.543,1.138,0.779,-0.62,0.5,-0.82,0.592,-0.514
1.75,2.329,0.822,2.11,1.034,2.69,1.5,-0.44,1.273,-0.26
0.75,1.466,1.022,1.509,0.869,2.03,0.09,-0.47,0.212,-0.706
1.25,2.042,1.009,1.777,0.859,1.77,0.77,-0.29,0.511,0.064
0,1.371,1.601,1.127,1.068,0.69,-0.19,0.04,-0.2,-0.383
0,1.338,1.409,1.567,1.641,-0.67,0.05,-0.07,0.446,0.161
-0.75,2.127,2.71,1.947,2.605,-2.38,1.12,2.18,0.952,2.029
-0.75,1.345,2.222,1.444,2.319,0.29,-0.1,1.43,0.155,0.974
-0.25,1.345,2.265,1.173,2.055,0.79,-0.15,1.2,-0.392,0.79
0,1.022,1.308,0.96,1.095,0.48,-0.46,0.41,-0.445,0.249
-0.5,0.693,1.282,0.888,0.856,-1.43,-0.74,-0.02,0.129,-0.512
-1.25,0.929,1.552,1.188,1.887,-1.98,-0.36,0.02,0.031,0.663
0,1.16,1.456,1.292,1.205,0.92,-0.16,0.09,-0.033,-0.049
0,0.865,1.105,0.785,0.861,0.23,-0.35,-0.34,-0.516,-0.901
1.25,2.536,2.182,1.746,1.905,1.1,2,0.87,0.487,0.787
2,2.078,1.364,2.165,1.679,3,1.66,-0.19,1.743,0.015
0.75,1.629,1.331,2.218,1.325,0.54,0.08,0.05,1.107,-0.121
1.25,2.018,0.941,1.882,0.912,2.66,0.53,-0.49,0.561,-0.66
1.75,2.608,1.216,2.049,0.838,1.93,2.15,-0.08,0.9,-0.521
-0.25,0.799,1.378,0.991,1.315,-0.52,-0.77,-0.13,0.166,-0.027
0.25,1.144,1.277,1.325,1.002,-0.02,-0.22,-0.03,-0.231,-0.304
0.25,1.427,1.264,1.499,1.178,1.98,0.01,-0.01,0.208,-0.379
1,1.508,1.071,1.485,0.842,0.73,-0.01,-0.17,0.134,0.043
1.5,2.29,2.232,2.373,1.975,2.28,1.7,1.15,1.891,0.772
0,1.282,1.216,1.055,1.525,0.19,0.39,-0.41,0.42,-0.246
1,2.389,1.685,2.07,1.865,-0.51,1.85,0.08,1.369,0.427
-0.5,0.912,1.683,0.732,1.237,-1.48,-0.12,0.37,-0.425,-0.338
0.5,0.802,0.783,0.881,0.884,0.42,-0.64,-0.77,-0.477,-0.464
0.25,1.299,1.121,1.596,0.864,1.28,0.07,-0.23,0.477,-0.883
0,1.191,1.562,1.451,1.628,-0.4,-0.24,0.08,0.127,0.158
0.5,1.41,0.788,1.289,1.034,-0.8,0.04,-0.51,-0.324,-0.255
0.5,2.067,1.338,1.968,1.149,0.42,0.95,-0.07,0.953,-0.168
-1.5,0.989,2.365,1.284,2.356,-2.08,-0.33,1.81,0.19,1.103
-1.25,1.192,2.616,1.133,2.432,0.11,-0.42,2.27,-0.196,1.848
-1.5,1.312,2.424,1.407,2.301,-3,-0.01,1.76,0.088,1.113
0.75,1.503,1.376,2.354,1.133,0.57,-0.05,0.4,1.226,0.309
0.5,1.591,2.11,1.819,1.747,-0.72,0.04,0.64,0.448,0.45
-0.75,1.965,2.378,1.869,2.45,-0.42,0.85,1.72,0.894,1.141
0.25,0.806,0.832,0.883,1.073,1.37,-0.63,-0.45,-0.467,-0.21
-1.25,1.402,2.624,1.227,2.564,-2.12,0.04,2.28,-0.35,2.072
0,1.107,1.372,1.442,1.186,1.23,-0.32,-0.03,0.124,-0.125
-2,0.969,2.556,1.198,2.279,-3,-0.36,1.82,0.086,1.047
0.5,1.333,1.288,1.624,1.09,0.4,0.05,0.23,0.408,0.182
1,1.692,1.098,1.843,0.847,0.28,0.1,-0.21,0.419,-0.805
1.25,1.653,0.828,2.487,0.926,1.41,0.12,-0.72,1.362,-0.434
0,1.285,1.47,1.258,1.535,-0.34,0.01,0.04,-0.094,0.074
-0.25,1.048,1.947,1.014,1.712,0.78,-0.63,0.49,-0.469,0.421
0.5,1.323,0.889,1.154,0.825,-0.57,0.25,-0.5,0.451,-0.059
2,2.393,1.254,2.385,1.349,0.7,1.39,-0.06,1.793,0.013
1.75,2.773,1.4,2.189,1.162,1.06,2.25,0.07,1.163,-0.198
1.5,2.203,1.246,2.089,1.215,2.31,1.51,-0.12,1.462,-0.251
0.75,1.788,1.025,1.904,0.725,1.28,0.38,-0.39,0.589,-0.816
-1,0.811,1.722,0.935,1.848,-1.32,-0.87,0,0.099,0.419
1,1.292,0.97,1.636,0.894,0.68,-0.02,-0.48,0.332,-0.687
-0.5,0.695,1.906,0.829,1.815,-0.08,-0.59,0.69,-0.466,0.616
0.25,0.956,1.167,1.258,1.374,-0.98,-0.34,-0.56,-0.287,-0.341
-0.25,0.858,1.518,1.291,1.126,-1,-0.54,0.63,-0.131,-0.196
-0.25,0.734,1.372,0.856,1.139,-0.08,-0.95,0.05,-0.003,-0.174
2,2.406,1.101,2.361,1.19,0.23,1.39,-0.25,1.713,-0.21
0.25,1.364,1.229,1.529,1.282,0.54,-0.03,-0.04,0.244,-0.047
0.25,1.117,1.004,1.413,0.711,-0.66,-0.14,-0.48,0.04,-0.86
0.25,1.812,1.888,2.047,1.799,1.7,0.47,0.67,0.798,0.604
1.5,2.219,1.144,2.227,1.226,-0.26,1.42,-0.63,1.545,-0.495
2.5,2.778,0.83,2.325,0.844,2.26,2.15,-0.79,1.321,-0.914
-0.25,1.521,1.714,1.824,1.022,-0.95,0.25,0.41,0.571,-0.394
-0.75,1.089,1.779,1.278,1.774,0,-0.4,0.09,0.342,0.392
0.25,0.744,0.524,0.737,0.757,1.69,-0.39,-1.05,-0.454,-0.243
-0.25,0.958,1.836,1.531,1.678,-2.32,-0.63,0.5,0.359,0.393
-1,1.385,2.078,1.203,2.157,0.32,0.06,1.34,-0.363,0.945
-1.75,0.814,2.381,1.006,2.151,-1.51,-0.85,1.5,-0.398,0.862
-0.75,1.68,2.746,2.498,2.6,-3,0.26,2.17,1.435,1.944
0.5,1.128,1.26,1.29,1.111,-0.06,-0.36,0,0.016,0.121
1.25,1.688,0.746,1.708,0.938,2.34,0.54,-1.14,0.647,-0.699
0.75,1.774,1.112,1.675,1.217,3,0.43,-0.09,0.175,-0.029
-0.25,0.602,1.168,0.85,0.789,0.58,-0.98,0.04,-0.714,-0.709
0,0.934,1.614,1.511,1.046,0.5,-0.58,0.29,0.225,-0.422
0.5,1.124,1.171,1.261,0.721,0.4,0.03,-0.4,0.01,-0.62
0.75,1.671,1.044,1.877,0.757,2.28,0.42,-0.35,0.799,-0.802
-1,0.66,2.084,0.819,1.776,-1.09,-1.11,1.01,-0.124,0.566
1.75,2.474,1.417,2.338,1.287,0.95,1.71,0.26,1.927,-0.099
0.75,1.567,1.034,2.34,0.83,1.2,0.12,-0.17,1.076,-0.817
-1,1.405,2.049,1.413,2.079,-0.58,0.12,1.26,0.064,0.9
0.5,1.217,1.328,1.458,1.068,0.44,-0.13,0.12,0.179,0.118
-1,0.677,1.747,0.985,1.871,-2.08,-1.12,0.02,-0.59,0.39
2.25,2.445,0.969,2.551,1.084,2.35,1.48,-0.77,1.786,-0.597
0.5,1.443,0.587,1.31,0.856,0.74,0.11,-0.92,-0.137,-0.242
0,0.825,0.785,0.729,0.501,-0.32,-0.61,-0.78,-0.767,-1.386
-0.25,1.204,1.716,1.353,0.964,-1.43,-0.21,0.42,0.082,-0.435
1,1.014,0.626,1.405,0.848,1.44,-0.27,-1.39,0.039,-0.626
-0.5,0.811,1.542,1.114,1.696,-1.15,-0.57,0.32,-0.056,0.454
-1,1.389,2.53,1.663,2.488,-0.59,0.11,1.87,0.365,1.865
1.25,2.189,1.373,2.147,1.102,1.96,1.4,0.07,1.482,-0.163
-2,1.181,2.509,1.225,2.168,0,-0.08,1.7,0.375,1.006
1.5,1.652,0.741,1.93,1.052,1.67,-0.11,-0.41,0.461,-0.226
0.75,1.8,1.825,2.02,1.633,-0.28,0.85,0.46,0.985,0.219
0,0.757,1.188,1.32,1.221,0.35,-1.3,-0.01,-0.225,-0.027
0.25,0.692,1.421,1.284,1.205,-1.43,-0.79,-0.29,0.111,-0.443
-1,2.127,2.518,2.025,2.148,-2.08,1.13,1.69,0.99,0.993
-0.75,0.795,1.698,1.092,1.005,-0.01,-0.7,0.41,-0.215,-0.386
-0.25,1.174,1.571,1.437,1.843,0.92,0,0.46,0.139,0.666
0.25,1.06,1.285,1.134,1.02,0.84,-0.65,0.03,-0.4,-0.2
0,1.117,1.256,1.14,1.297,1.97,-0.14,-0.04,0.287,-0.01
0.25,0.939,0.727,1.5,0.91,1.08,-0.64,-0.41,0.212,-0.382
0,2.205,2.439,2.124,2.317,-0.25,1.42,1.77,1.453,1.647
1,1.799,1.417,1.951,1.34,2.38,0.07,0.1,0.532,-0.018
0.5,1.435,1.337,1.775,1.07,-1.22,-0.08,-0.35,0.669,-0.626
1.25,1.437,0.74,1.846,0.681,1.59,0.14,-1.12,0.665,-1.157
0.5,1.245,1.232,1.513,0.902,-0.07,-0.06,0.1,0.264,-0.753
1,2.7,2.012,2.472,2.079,-0.94,1.92,1.12,2.109,0.872
0.25,1.682,1.245,1.238,0.834,1.36,0.38,-0.17,-0.205,-0.67
0.25,0.591,0.584,1.005,0.732,-0.07,-1.12,-0.95,-0.535,-0.248
-0.5,0.635,0.946,0.742,1.126,-0.42,-1.4,-0.57,-0.482,-0.515
-0.5,1.086,1.754,1.264,1.749,-1,-0.18,0.05,-0.138,0.334
1.5,2.233,1.234,2.394,1.089,0,1.41,-0.14,1.522,-0.022
0.75,1.714,0.943,1.734,0.905,2.4,0.61,-0.69,0.674,-0.713
-0.25,0.979,1.322,0.858,1.051,-0.56,-0.15,0.15,-0.356,-0.473
0.25,1.644,1.784,2.059,1.598,0.55,0.96,0.38,1.246,0.197
0.5,0.633,0.802,1.01,0.92,2.12,-0.85,-1.27,-0.371,-0.765
0,0.887,1.028,1.111,1.087,-0.76,-0.62,-0.34,-0.372,-0.156
0,0.971,1.733,1.232,1.454,-0.31,-0.67,0.36,0.215,0.043
0.5,1.064,0.639,1.651,0.827,0.5,-0.61,-1.02,0.368,-0.975
0.5,1.768,1.535,1.755,1.866,1.25,0.15,0.39,0.365,0.672
-1.75,1.18,2.706,1.348,2.264,-1.27,-0.29,1.87,0.164,1.149
1.25,1.679,0.698,1.945,0.795,1.3,0.86,-0.48,0.963,-0.591
0.25,1.49,1.194,1.691,1.165,1.26,0.23,-0.01,0.468,-0.101
-1,1.267,2.191,1.408,2.389,-3,0.13,1.37,0.116,1.78
0.75,1.841,1.74,2.073,1.141,2.38,0.9,0.42,1.515,-0.326
-0.75,1.28,1.94,1.503,1.985,-0.26,0.03,1.04,0.259,0.794
1.25,1.373,0.573,1.659,0.782,2.08,0.28,-0.99,0.6,-0.238
0,0.775,0.781,0.925,0.983,1.4,-0.94,-0.62,-0.565,-0.645
-1,0.757,1.883,0.742,1.775,-1.44,-0.38,0.29,-0.445,0.408
-0.25,1.092,1.202,0.847,0.823,-1.7,-0.88,-0.01,-0.433,-0.778
2.5,2.528,0.773,2.444,0.986,0,1.61,-0.89,2.093,-0.343
0.75,1.697,1.169,2.238,0.721,1.44,0.39,-0.28,1.137,-0.873
0.5,1.148,1.043,1.299,1.067,0.32,-0.27,-0.54,-0.055,-0.558
-0.25,1.72,1.585,1.327,1.594,1.36,0.32,0.76,-0.063,0.601
1.75,2.291,1.33,2.45,1.076,0.49,1.47,0,1.696,-0.456
1,1.749,1.326,1.648,0.887,1.99,0.23,-0.17,0.138,-0.675
0.25,0.645,1.042,1.18,1.106,-0.59,-0.81,-0.53,-0.191,-0.506
-0.25,0.562,0.991,0.929,1.058,-0.71,-0.95,-0.21,-0.565,-0.194
0,0.757,1.238,1.188,0.867,1.06,-0.95,0.11,0.15,-0.682
-2,1.13,2.626,0.83,2.122,-1.33,-0.76,1.7,-0.444,1.074
-1.5,0.762,2.269,0.788,2.401,-1.33,-0.37,1.46,-0.372,1.785
0.75,1.663,1.686,2.073,1.605,1.37,0.36,0.33,0.893,0.142
-0.25,0.9,1.185,1.047,1.125,-0.76,-0.8,-0.15,-0.433,-0.133
0,1.159,1.405,1.597,1.72,-0.52,-0.17,0.21,0.338,0.586
0.5,2.192,1.655,1.744,1.54,-0.21,1.03,0.51,0.786,0.144
0.75,1.389,1.062,1.686,0.991,-1.22,0.21,-0.6,0.608,-0.775
0.75,1.049,0.747,1.413,0.84,1.12,-0.21,-0.34,0.213,-0.499
0.5,1.36,0.813,1.402,0.843,-0.46,-0.09,-0.49,0.276,-0.793
2.25,2.471,1.108,2.542,1.085,2.71,1.49,-0.91,1.782,-0.589
1.25,1.693,0.802,1.918,0.946,-0.03,0.8,-0.89,0.944,-0.456
0.75,1.041,0.43,1.213,0.706,-1.28,-0.33,-1.13,-0.094,-0.314
-0.75,1.233,1.666,1.379,2.01,-3,0.11,0.62,0.171,0.81
1.5,2.777,1.533,2.576,1.078,-0.32,2.18,0.2,2.212,-0.439
-0.5,0.989,1.799,1.497,1.679,-1.41,-0.7,0.42,0.22,0.319
0,1.801,1.22,1.18,1.055,-0.14,0.44,0,-0.162,-0.527
1,1.393,1.045,1.554,1.003,0.68,0,-1.01,0.431,-0.738
-0.5,0.83,1.517,1.347,1.213,-0.37,-1.09,0.26,-0.025,-0.311
1.5,1.932,0.55,1.822,0.813,0.89,0.6,-1.14,0.372,-0.267
0.5,1.285,0.978,1.311,0.883,-0.44,0.22,-0.15,0.107,-0.429
0.25,0.69,1.061,1.204,1.031,-0.27,-0.96,-0.59,0.147,-0.679
0.25,0.988,0.988,1.344,1.103,-0.62,-0.38,-0.38,0.028,-0.15
-1.75,0.764,2.601,1.337,2.211,-3,-0.6,2,0.074,1.539
0.25,1.301,1.668,1.713,1.56,-0.91,0.16,0.35,0.636,0.155
-0.75,1.894,2.141,2.249,2.37,-1.67,0.81,1.27,1.165,1.581
1.25,1.967,1.607,1.691,0.901,0.72,0.85,0.46,0.49,-0.371
0.5,1.436,0.813,1.673,0.941,1.26,0.27,-1.27,0.564,-0.926
0,1.18,0.968,1.166,1.152,-0.4,-0.46,-0.38,-0.364,-0.149
0.25,1.514,1.278,1.336,0.954,0.5,0.24,0.18,-0.058,-0.394
-1.25,0.919,1.918,0.8,2.095,-1.66,-0.26,0.83,-0.469,0.872
0.25,1.028,1.587,1.189,0.929,-1.93,-0.29,0.21,-0.112,-0.629
0,0.965,0.676,0.753,0.907,1.38,-0.94,-0.98,-0.736,-0.507
1.5,2.312,1.282,2.532,1.551,1.57,1.42,0.06,1.9,0.386
-1,0.599,1.824,0.773,1.702,-2.32,-1.08,0.81,-0.9,0.649
1.25,2.544,1.953,2.404,1.828,-0.2,1.9,0.71,1.907,0.473
1,1.522,0.72,1.911,0.826,0.66,0.45,-0.62,0.675,-0.817
-1.25,0.917,2.123,1.317,2.357,-0.49,-0.43,1.25,-0.052,1.614
0.25,0.843,0.9,1.12,0.925,-1.61,-0.8,-0.42,0.004,-0.259
0.5,1.757,1.672,1.806,1.272,1.66,0.41,0.78,0.365,-0.098
0.25,0.706,1.475,1.31,1.529,0.02,-0.87,0.31,0.109,0.212
0.5,1.191,1.345,1.859,1.377,2.37,-0.03,0.22,0.724,0.195
0.75,0.741,0.806,1.253,0.844,0.66,-1.4,-1.14,-0.401,-0.934
1.5,2.041,1.491,1.88,1.229,2.03,1.11,-0.24,1.311,-0.473
1,1.286,0.455,1.619,0.779,2.37,-0.17,-1.26,0.555,-0.498
1,1.871,1.61,2.16,1.211,0.8,0.79,0.47,1.066,-0.303
-1.5,1.312,2.46,1.303,2.445,-1.22,0.22,1.92,0.111,1.713
-1.5,0.945,1.94,0.718,2.113,-1.74,-1,1.01,-0.842,1.015
0.25,1.626,0.787,1.344,0.802,2.62,0.45,-1.35,0.066,-1.007
-0.25,1.318,1.736,1.305,1.728,0.07,0.23,0.64,0.131,0.575
0.5,1.388,0.966,1.888,1.009,0,0.19,-0.67,0.782,-0.477
0.5,1.548,1.419,2.053,1.331,0.58,0.62,0.11,1.002,0.161
1.25,2.468,1.555,2.414,1.517,1.36,1.38,0.24,1.683,0.098
0,1.59,1.393,1.472,0.912,-0.3,-0.25,0.43,-0.125,-0.451
2,2.156,1.09,2.307,1.442,1.93,1.38,-0.42,1.449,0.079
-0.25,0.815,1.323,0.895,0.953,0.24,-0.71,-0.27,-0.651,-0.721
-0.5,0.444,1.123,0.479,0.573,-0.36,-1.53,-0.46,-1.315,-1.223
2.5,2.306,0.626,2.413,0.884,1.93,1.38,-1.14,1.753,-0.488
0,1.473,1.291,1.317,1.229,0.75,0.34,0.29,0.165,0.09
-2,0.842,2.448,0.744,2.313,-3,-0.53,1.97,-0.701,1.71
0.25,0.911,1.235,1.288,0.911,0.07,-1.26,-0.17,-0.373,-0.817
1,0.801,0.669,1.145,0.807,1.37,-0.65,-1.22,-0.37,-0.976
1.5,2.215,0.827,1.991,0.929,2.25,1.13,-0.75,1.344,-0.548
1,1.705,1.541,1.673,1.068,-0.55,0.33,0.28,0.053,-0.386
0.5,1.35,0.801,1.94,0.634,-0.23,-0.01,-0.85,0.588,-1.312
1,1.657,1.392,2.072,1.141,1.38,0.72,-0.23,1.062,-0.494
-0.5,1.424,1.881,1.454,1.729,0.58,0.44,0.85,0.498,0.431
0,1.324,1.583,1.283,1.639,-0.34,-0.46,0.39,-0.297,0.268
-0.75,0.769,1.61,1.399,1.671,-0.98,-0.78,0.29,0.169,0.202
1,1.723,0.845,2.083,1.129,0.43,0.57,-0.56,0.941,-0.166
0,0.614,0.953,0.697,0.967,1.57,-1.19,-1.19,-1.003,-0.847
-0.75,1.23,2.048,1.395,2.38,0.01,-0.17,0.75,0.249,1.178
-0.25,1.266,1.708,1.279,1.284,-1.93,0.26,0.92,0.148,0.049
0.25,1.485,1.576,1.938,1.075,1.41,0.16,0.65,0.811,-0.265
0,0.676,0.869,0.644,0.786,-0.3,-1.19,-0.62,-1.046,-0.415
0,0.991,1.546,1.217,1.16,-0.48,-0.48,0.16,0.084,-0.059
0.25,2.524,2.586,2.627,2.491,1.07,1.84,1.64,1.927,1.506
1,1.734,0.969,2.079,1.287,1.1,1.02,-0.49,1.149,-0.062
-0.5,1.166,1.689,1.246,1.695,-0.75,-0.46,0.54,-0.137,0.29
1.75,1.526,0.803,1.699,0.791,1.77,0.22,-1.05,0.084,-0.977
